bus_id,bus_name,bus_type,dur,date_dep,date_arrival,time_dep,time_arrival,star_rate,price,seat_available,route_name,loc_dep,loc_arrival,operator
24442219,IntrCity SmartBus,AC Seater / Sleeper (2+1),06h 20m,2024-08-14,2024-08-15,2024-08-14 23:45:00,2024-08-15 06:05:00,4.5,1521,27,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26058597,FRESHBUS,Electric AC Seater (2+2),06h 20m,2024-08-14,2024-08-14,2024-08-14 13:05:00,2024-08-14 19:25:00,4.5,740,17,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26058599,FRESHBUS,Electric AC Seater (2+2),06h 10m,2024-08-14,2024-08-15,2024-08-14 00:20:00,2024-08-15 06:30:00,4.5,1249,16,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
27267125,GMRK Tours and Travels,Volvo AC Semi Sleeper (2+2),05h 40m,2024-08-14,2024-08-15,2024-08-14 23:45:00,2024-08-15 05:25:00,4.5,1179,29,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
23890650,NueGo,Electric AC Seater (2+2),06h 05m,2024-08-14,2024-08-14,2024-08-14 05:00:00,2024-08-14 11:05:00,4.5,474,26,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
30557310,NueGo,Electric AC Seater/Sleeper (2+1),07h 10m,2024-08-14,2024-08-15,2024-08-14 22:00:00,2024-08-15 05:10:00,4.6,1461,12,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
22301772,IntrCity SmartBus,AC Sleeper (2+1),06h 40m,2024-08-14,2024-08-15,2024-08-14 23:25:00,2024-08-15 06:05:00,4.4,2113,26,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26930263,FRESHBUS,Electric AC Seater (2+2),06h 30m,2024-08-14,2024-08-15,2024-08-14 22:50:00,2024-08-15 05:20:00,4.4,1549,11,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26058598,FRESHBUS,Electric AC Seater (2+2),06h 15m,2024-08-14,2024-08-15,2024-08-14 23:40:00,2024-08-15 05:55:00,4.4,1249,21,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26701867,NueGo,Electric AC Seater (2+2),06h 20m,2024-08-14,2024-08-14,2024-08-14 06:00:00,2024-08-14 12:20:00,4.4,505,21,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
8826324,Svkdt travels,AC Seater / Sleeper (2+1),05h 55m,2024-08-14,2024-08-15,2024-08-14 23:35:00,2024-08-15 05:30:00,4.4,1690,1,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
30277470,NueGo,Electric AC Seater (2+2),07h 30m,2024-08-14,2024-08-15,2024-08-14 22:30:00,2024-08-15 06:00:00,4.4,1044,28,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
28994627,NueGo,Electric AC Seater (2+2),06h 40m,2024-08-14,2024-08-15,2024-08-14 22:35:00,2024-08-15 05:15:00,4.5,1139,19,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
20818483,Sri KVR Travels,AC Sleeper (2+1),05h 40m,2024-08-14,2024-08-15,2024-08-14 23:35:00,2024-08-15 05:15:00,4.4,1490,10,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056266,APSRTC - 3563,Super Luxury (NON AC Seater 2+2 Push Back),06h 15m,2024-08-14,2024-08-14,2024-08-14 01:00:00,2024-08-14 07:15:00,3.1,412,29,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056300,APSRTC - 35266,VENNELA (AC. SLEEPER),05h 24m,2024-08-14,2024-08-14,2024-08-14 01:25:00,2024-08-14 06:49:00,3.7,737,15,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056264,APSRTC - 3590,Super Luxury (NON AC Seater 2+2 Push Back),06h 15m,2024-08-14,2024-08-14,2024-08-14 01:45:00,2024-08-14 08:00:00,4.1,412,30,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
31729479,APSRTC - 3058,VENNELA (AC. SLEEPER),05h 20m,2024-08-14,2024-08-14,2024-08-14 02:20:00,2024-08-14 07:40:00,3.0,781,15,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056225,APSRTC - 35197,DOLPHIN CRUISE (VOLVO / SCANIA AC Multi Axle),05h 25m,2024-08-14,2024-08-14,2024-08-14 03:10:00,2024-08-14 08:35:00,4.6,633,43,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056283,APSRTC - 35190,DOLPHIN CRUISE (VOLVO / SCANIA AC Multi Axle),05h 20m,2024-08-14,2024-08-14,2024-08-14 04:10:00,2024-08-14 09:30:00,4.3,633,39,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056285,APSRTC - 3558,AMARAVATHI (VOLVO / SCANIA AC Multi Axle),05h 00m,2024-08-14,2024-08-14,2024-08-14 04:20:00,2024-08-14 09:20:00,4.4,633,28,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056200,APSRTC - 35267,INDRA(AC. Seater),05h 24m,2024-08-14,2024-08-14,2024-08-14 04:40:00,2024-08-14 10:04:00,3.5,498,28,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056305,APSRTC - 3540,Super Luxury (NON AC Seater 2+2 Push Back),07h 20m,2024-08-14,2024-08-14,2024-08-14 04:45:00,2024-08-14 12:05:00,3.6,412,25,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056213,APSRTC - 3586,AMARAVATHI (VOLVO / SCANIA AC Multi Axle),05h 15m,2024-08-14,2024-08-14,2024-08-14 05:10:00,2024-08-14 10:25:00,4.5,633,36,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056253,APSRTC - 35196,Super Luxury (NON AC Seater 2+2 Push Back),07h 00m,2024-08-14,2024-08-14,2024-08-14 05:50:00,2024-08-14 12:50:00,4.5,412,26,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
31851666,APSRTC - 35062,Super Luxury (NON AC Seater 2+2 Push Back),06h 55m,2024-08-14,2024-08-14,2024-08-14 05:55:00,2024-08-14 12:50:00,3.9,412,32,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26076361,APSRTC - 35274,AMARAVATHI (VOLVO / SCANIA AC Multi Axle),05h 24m,2024-08-14,2024-08-14,2024-08-14 06:10:00,2024-08-14 11:34:00,4.3,633,27,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
30967201,APSRTC - 23701,Super Luxury (NON AC Seater 2+2 Push Back),06h 15m,2024-08-14,2024-08-14,2024-08-14 06:15:00,2024-08-14 12:30:00,3.9,436,31,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056257,APSRTC - 3592,Super Luxury (NON AC Seater 2+2 Push Back),07h 20m,2024-08-14,2024-08-14,2024-08-14 07:00:00,2024-08-14 14:20:00,4.2,412,27,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056267,APSRTC - 3574,AMARAVATHI (VOLVO / SCANIA AC Multi Axle),05h 39m,2024-08-14,2024-08-14,2024-08-14 07:15:00,2024-08-14 12:54:00,3.6,633,31,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
30042146,APSRTC - 3822,Super Luxury (NON AC Seater 2+2 Push Back),06h 45m,2024-08-14,2024-08-14,2024-08-14 07:50:00,2024-08-14 14:35:00,3.9,436,24,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
